area_id,area_level,tier,effective_area_level,party_level,seeds,floor_success_rate,floor_progress_score,median_success_rate,median_progress_score,ceiling_success_rate,ceiling_progress_score,ceiling_minus_floor
elf_forest_1,45,1,74,45,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
elf_forest_1,45,2,98,45,100,0.0,0.460,0.0,0.500,0.0,0.531,0.071
elf_forest_1,45,3,129,45,100,0.0,0.332,0.0,0.365,0.0,0.395,0.063
lizardman_swamp_1,44,0,44,44,100,0.0,0.074,0.0,0.113,0.0,0.261,0.187
lizardman_swamp_1,44,1,72,44,100,0.0,0.060,0.0,0.074,0.0,0.083,0.023
lizardman_swamp_1,44,2,96,44,100,0.0,0.060,0.0,0.064,0.0,0.064,0.004
lizardman_swamp_1,44,3,126,44,100,0.0,0.060,0.0,0.060,0.0,0.060,0.000
orc_fortress_1,45,0,45,45,100,0.0,0.088,0.0,0.191,0.0,0.425,0.338
orc_fortress_1,45,1,74,45,100,0.0,0.056,0.0,0.082,0.0,0.088,0.032
orc_fortress_1,45,2,98,45,100,0.0,0.048,0.0,0.062,0.0,0.065,0.017
orc_fortress_1,45,3,129,45,100,0.0,0.048,0.0,0.054,0.0,0.056,0.009
harpy_cliff_1,46,0,46,46,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
harpy_cliff_1,46,1,75,46,100,0.0,0.499,100.0,1.500,100.0,1.500,1.001
harpy_cliff_1,46,2,101,46,100,0.0,0.287,0.0,0.484,1.0,0.500,0.213
harpy_cliff_1,46,3,132,46,100,0.0,0.145,0.0,0.275,0.0,0.288,0.143
troll_canyon_1,46,0,46,46,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
troll_canyon_1,46,1,75,46,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
troll_canyon_1,46,2,101,46,100,0.0,0.489,100.0,1.500,100.0,1.500,1.011
troll_canyon_1,46,3,132,46,100,0.0,0.311,0.0,0.538,0.0,0.529,0.218
minotaur_labyrinth_1,47,0,47,47,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
minotaur_labyrinth_1,47,1,77,47,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
minotaur_labyrinth_1,47,2,103,47,100,0.0,0.450,100.0,1.500,100.0,1.500,1.050
minotaur_labyrinth_1,47,3,135,47,100,0.0,0.275,0.0,0.453,0.0,0.472,0.197
human_fortress_1,47,0,47,47,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
human_fortress_1,47,1,77,47,100,0.0,0.501,100.0,1.500,100.0,1.500,0.999
human_fortress_1,47,2,103,47,100,0.0,0.283,0.0,0.528,0.0,0.508,0.226
human_fortress_1,47,3,135,47,100,0.0,0.209,0.0,0.307,0.0,0.331,0.123
vampire_castle_1,55,0,55,55,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
vampire_castle_1,55,1,90,55,100,50.0,1.066,100.0,1.500,100.0,1.500,0.434
vampire_castle_1,55,2,119,55,100,0.0,0.340,27.0,0.829,81.0,1.399,1.059
vampire_castle_1,55,3,157,55,100,0.0,0.193,0.0,0.325,0.0,0.365,0.172
royal_capital_1,160,0,160,160,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_1,160,1,256,160,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_1,160,2,340,160,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_1,160,3,445,160,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_2,170,0,170,170,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_2,170,1,271,170,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_2,170,2,361,170,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_2,170,3,473,170,100,3.0,0.551,100.0,1.500,100.0,1.500,0.949
dragon_volcano_1,48,0,48,48,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
dragon_volcano_1,48,1,79,48,100,0.0,0.335,0.0,0.519,97.0,1.570,1.235
dragon_volcano_1,48,2,105,48,100,0.0,0.240,0.0,0.328,0.0,0.429,0.189
dragon_volcano_1,48,3,137,48,100,0.0,0.123,0.0,0.168,0.0,0.278,0.155
cat_fortress_1,70,0,70,70,100,0.0,0.302,0.0,0.339,0.0,0.375,0.073
cat_fortress_1,70,1,113,70,100,0.0,0.100,0.0,0.145,0.0,0.195,0.095
cat_fortress_1,70,2,151,70,100,0.0,0.080,0.0,0.088,0.0,0.081,0.001
cat_fortress_1,70,3,198,70,100,0.0,0.070,0.0,0.070,0.0,0.070,0.000
necromancer_crypt_1,70,0,70,70,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
necromancer_crypt_1,70,1,113,70,100,0.0,0.515,5.0,0.624,91.0,1.499,0.984
necromancer_crypt_1,70,2,151,70,100,0.0,0.373,0.0,0.398,0.0,0.419,0.046
necromancer_crypt_1,70,3,198,70,100,0.0,0.150,0.0,0.217,0.0,0.278,0.128
royal_capital_3,180,0,180,180,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_3,180,1,287,180,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_3,180,2,382,180,100,100.0,1.500,100.0,1.500,100.0,1.500,0.000
royal_capital_3,180,3,500,180,100,0.0,0.384,70.0,1.296,100.0,1.500,1.116

===== 天井ビルド詳細 =====
# slime_cave 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): どうのツメ(claw_copper)
  後衛(最適化スロット): どうのツメ(claw_copper)
  因子: (なし)
# forest_outskirts 天井ビルド (代表Tier=1, score=0.346)
  前衛数(frontCount): 3
  前衛(最適化スロット): ダガー(hidden_dagger)
  後衛(最適化スロット): ガントレット(gauntlet_gauntlet)
  因子: スライム因子
# goblin_village_1 天井ビルド (代表Tier=1, score=0.304)
  前衛数(frontCount): 3
  前衛(最適化スロット): スティレット(hidden_rare_001), ファングサーベル(sword_rare_001), グレイファング(sword_rare_002), ぬのの手袋(gauntlet_cloth_gloves)
  後衛(最適化スロット): スティレット(hidden_rare_001), トゲ手裏剣(hidden_rare_003), グレイファング(sword_rare_002), ぬのの手袋(gauntlet_cloth_gloves)
  因子: スライム因子
# forest_edge_village 天井ビルド (代表Tier=1, score=0.137)
  前衛数(frontCount): 3
  前衛(最適化スロット): タワーシールド(large_shield_rare_001), タワーシールド(large_shield_rare_001), ミスリルアーマー(armor_mithril), タワーシールド(large_shield_rare_001)
  後衛(最適化スロット): タワーシールド(large_shield_rare_001), タワーシールド(large_shield_rare_001), ミスリルアーマー(armor_mithril), タワーシールド(large_shield_rare_001)
  因子: スライム因子
# old_well_waterway 天井ビルド (代表Tier=1, score=0.162)
  前衛数(frontCount): 3
  前衛(最適化スロット): タワーシールド(large_shield_rare_001), ミスリルアーマー(armor_mithril), タワーシールド(large_shield_rare_001), 滅び村のワンド(wand_rare_005)
  後衛(最適化スロット): タワーシールド(large_shield_rare_001), ロイヤルダガー(hidden_royal_dagger), タワーシールド(large_shield_rare_001), チャクラム(hidden_rare_005)
  因子: スライム因子
# undead_ruins_1 天井ビルド (代表Tier=1, score=0.232)
  前衛数(frontCount): 3
  前衛(最適化スロット): 水門兵の剣(sword_rare_008), チャクラム(hidden_rare_005), タワーシールド(large_shield_rare_001), 水門兵の鎧(armor_rare_012), チャクラム(hidden_rare_005), ロイヤルソード(sword_royal)
  後衛(最適化スロット): タワーシールド(large_shield_rare_001), チャクラム(hidden_rare_005), タワーシールド(large_shield_rare_001), 水門兵の鎧(armor_rare_012), ロイヤルボウ(bow_royal), ロイヤルソード(sword_royal)
  因子: ホブゴブリン因子
# bandit_hideout 天井ビルド (代表Tier=1, score=0.195)
  前衛数(frontCount): 3
  前衛(最適化スロット): 墓守の剣(sword_rare_010), カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), カイザーダガー(hidden_kaiser_dagger), 墓守の剣(sword_rare_010), カイザーダガー(hidden_kaiser_dagger), タワーシールド(large_shield_rare_001)
  後衛(最適化スロット): 墓守の剣(sword_rare_010), カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), カイザーソード(sword_kaiser), カイザーダガー(hidden_kaiser_dagger), カイザーダガー(hidden_kaiser_dagger), タワーシールド(large_shield_rare_001)
  因子: ホブゴブリン因子
# road_1 天井ビルド (代表Tier=1, score=0.283)
  前衛数(frontCount): 3
  前衛(最適化スロット): ロイヤルガントレット(gauntlet_royal), ミスリルシールド(shield_mithril), 墓守の剣(sword_rare_010), 影針(hidden_rare_012), カイザーソード(sword_kaiser), ロイヤルローブ(robe_royal), 墓守の剣(sword_rare_010), カイザーソード(sword_kaiser)
  後衛(最適化スロット): ロイヤルガントレット(gauntlet_royal), ミスリルシールド(shield_mithril), カイザーボウ(bow_kaiser), カイザーボウ(bow_kaiser), ミスリルガントレット(gauntlet_mithril), カイザーボウ(bow_kaiser), かわの小手(gauntlet_leather)
  因子: アンデッド因子
# orc_camp_1 天井ビルド (代表Tier=1, score=1.414)
  前衛数(frontCount): 5
  前衛(最適化スロット): 聖杯ロッド(rod_rare_011), 墓守の剣(sword_rare_010), 戦商隊のファルシオン(sword_rare_015), 戦商隊のファルシオン(sword_rare_015), 灰狼の毛皮鎧(armor_rare_003)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), カイザーボウ(bow_kaiser), ラットベスト(armor_rare_001), ウルフベスト(armor_rare_002), 聖杯ロッド(rod_rare_011)
  因子: ホブゴブリン因子
# human_village 天井ビルド (代表Tier=1, score=1.516)
  前衛数(frontCount): 3
  前衛(最適化スロット): 戦商隊のファルシオン(sword_rare_015), 聖杯ロッド(rod_rare_011), 戦商隊のファルシオン(sword_rare_015), カイザーソード(sword_kaiser), 腐犬のベスト(armor_rare_007), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), ウルフベスト(armor_rare_002), 灰狼の毛皮鎧(armor_rare_003), ガードキュイラス(armor_rare_005), 腐犬のベスト(armor_rare_007), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011)
  因子: オーク因子
# wolf_grassland_1 天井ビルド (代表Tier=1, score=0.156)
  前衛数(frontCount): 3
  前衛(最適化スロット): 戦商隊のファルシオン(sword_rare_015), 戦商隊のファルシオン(sword_rare_015), 墓守の剣(sword_rare_010), 墓守の剣(sword_rare_010), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011), 墓喰いの鎧(armor_rare_014), オークメイル(armor_rare_024)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), 戦商隊のファルシオン(sword_rare_015), 聖杯ロッド(rod_rare_011), 聖杯ロッド(rod_rare_011), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011), 墓喰いの鎧(armor_rare_014), オークメイル(armor_rare_024)
  残スロット(greedy充填/前後衛共通): チャクラム(hidden_rare_005)
  因子: オーク因子
# subjugation_force_1 天井ビルド (代表Tier=1, score=0.127)
  前衛数(frontCount): 3
  前衛(最適化スロット): 聖杯ロッド(rod_rare_011), 戦商隊のファルシオン(sword_rare_015), 戦商隊のファルシオン(sword_rare_015), 水蛇の鱗鎧(armor_rare_011), 墓喰いの鎧(armor_rare_014), オークメイル(armor_rare_024), 暴れ鎧(armor_rare_025), 隊長のラメラー(armor_rare_026)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), 戦商隊のファルシオン(sword_rare_015), 戦商隊のファルシオン(sword_rare_015), 水蛇の鱗鎧(armor_rare_011), 聖杯ロッド(rod_rare_011), オークメイル(armor_rare_024), 暴れ鎧(armor_rare_025), 隊長のラメラー(armor_rare_026)
  残スロット(greedy充填/前後衛共通): カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), 水門兵の剣(sword_rare_008), 護衛のサーベル(sword_rare_014), チャクラム(hidden_rare_005), 影針(hidden_rare_012)
  因子: オーク因子
# spider_forest_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# dead_grave_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# hobbit_hills_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  後衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  残スロット(greedy充填/前後衛共通): シールド(shield_shield), てつのツメ(claw_iron), ワンド(wand_wand), アーマー(armor_armor)
  因子: (なし)
# dwarf_mine_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  後衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  残スロット(greedy充填/前後衛共通): シールド(shield_shield), てつのツメ(claw_iron), ワンド(wand_wand), アーマー(armor_armor)
  因子: (なし)
# elf_forest_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  後衛(最適化スロット): 木の盾(shield_wooden), ショートボウ(bow_short), 銅の剣(sword_copper), 毛皮のベスト(armor_fur_vest), どうのツメ(claw_copper), ローブ(robe_robe), ロングボウ(bow_long), アーマー(armor_armor)
  残スロット(greedy充填/前後衛共通): シールド(shield_shield), てつのツメ(claw_iron), ワンド(wand_wand)
  因子: (なし)
# lizardman_swamp_1 天井ビルド (代表Tier=1, score=0.084)
  前衛数(frontCount): 3
  前衛(最適化スロット): 聖杯ロッド(rod_rare_011), 水蛇の鱗鎧(armor_rare_011), 墓喰いの鎧(armor_rare_014), オークメイル(armor_rare_024), 暴れ鎧(armor_rare_025), 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), 水蛇の鱗鎧(armor_rare_011), 墓喰いの鎧(armor_rare_014), オークメイル(armor_rare_024), 暴れ鎧(armor_rare_025), 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), 聖杯ロッド(rod_rare_011)
  残スロット(greedy充填/前後衛共通): カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), 水門兵の剣(sword_rare_008)
  因子: (なし)
# orc_fortress_1 天井ビルド (代表Tier=1, score=0.094)
  前衛数(frontCount): 3
  前衛(最適化スロット): 聖杯ロッド(rod_rare_011), ラットベスト(armor_rare_001), ウルフベスト(armor_rare_002), 灰狼の毛皮鎧(armor_rare_003), ガードキュイラス(armor_rare_005), 腐犬のベスト(armor_rare_007), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011)
  後衛(最適化スロット): 聖杯ロッド(rod_rare_011), 戦商隊のファルシオン(sword_rare_015), ウルフベスト(armor_rare_002), 灰狼の毛皮鎧(armor_rare_003), ガードキュイラス(armor_rare_005), 腐犬のベスト(armor_rare_007), 腐敗の鎧(armor_rare_008), 水蛇の鱗鎧(armor_rare_011)
  残スロット(greedy充填/前後衛共通): チャクラム(hidden_rare_005), 影針(hidden_rare_012), カイザーダガー(hidden_kaiser_dagger)
  因子: (なし)
# harpy_cliff_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# troll_canyon_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# minotaur_labyrinth_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# human_fortress_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: (なし)
# vampire_castle_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031), 騎士のキュイラス(armor_rare_033)
  因子: (なし)
